"title" "year" "length" "budget" "rating" "votes" "r1" "r2" "r3" "r4" "r5" "r6" "r7" "r8" "r9" "r10" "mpaa" "Action" "Animation" "Comedy" "Drama" "Documentary" "Romance" "Short"
"Hsi yen" 1993 106 1000000 7.5 2342 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 "" 0 0 1 1 0 1 0
"Third Miracle, The" 1999 119 NA 6.7 997 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 "R" 0 0 0 1 0 0 0
"Sem nevest efreytora Zbrueva" 1970 97 NA 6.6 8 0 0 0 0 34.5 34.5 14.5 14.5 0 0 "" 0 0 1 0 0 0 0
"Sleep of Death, The" 1981 90 NA 4.2 8 0 0 64.5 0 0 0 14.5 14.5 0 14.5 "" 0 0 0 0 0 0 0
"Bollywood Queen" 2002 89 NA 4.4 74 24.5 4.5 0 14.5 4.5 4.5 14.5 4.5 4.5 14.5 "" 0 0 0 0 0 1 0
"Who the Hell Is Bobby Roos?" 2002 93 NA 8.2 9 0 0 0 0 0 14.5 24.5 14.5 44.5 14.5 "" 0 0 0 1 0 0 0
"Decline of Western Civilization Part II: The Metal Years, The" 1988 93 500000 6.6 297 4.5 4.5 4.5 4.5 4.5 14.5 14.5 24.5 14.5 24.5 "" 0 0 0 0 1 0 0
"Destination Inner Space" 1966 83 NA 4.3 56 4.5 4.5 4.5 24.5 14.5 14.5 4.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Flautista nos Portais do Amanhecer, O" 1999 108 NA 5.6 10 0 0 14.5 0 0 34.5 24.5 24.5 14.5 14.5 "" 0 1 0 0 0 0 0
"Uma Aventura do Zico" 1998 93 5300000 2.3 24 44.5 14.5 4.5 4.5 4.5 4.5 4.5 4.5 0 4.5 "" 0 0 0 0 0 0 0
"Easy Living" 1949 77 NA 6 74 4.5 4.5 4.5 4.5 24.5 24.5 14.5 14.5 4.5 4.5 "" 0 0 0 1 0 0 0
"Beest, Het" 1982 90 NA 4.2 24 24.5 14.5 4.5 14.5 14.5 4.5 4.5 4.5 4.5 4.5 "" 0 0 0 1 0 0 0
"Beautician and the Beast, The" 1997 118 NA 4.9 1213 4.5 4.5 4.5 14.5 14.5 14.5 14.5 4.5 4.5 4.5 "PG" 0 0 1 0 0 1 0
"Cucciolo" 1998 96 NA 3.4 12 45.5 0 0 14.5 0 0 14.5 0 0 14.5 "" 0 0 1 0 0 0 0
"Sally" 2000 79 NA 4.8 62 4.5 4.5 4.5 4.5 14.5 4.5 14.5 4.5 4.5 24.5 "R" 0 0 0 1 0 0 0
"Trading Mom" 1994 83 NA 4.5 208 14.5 4.5 4.5 14.5 14.5 14.5 14.5 4.5 4.5 14.5 "" 0 0 1 0 0 0 0
"Hoppity Pop" 1946 3 NA 6.9 7 0 0 0 0 14.5 0 45.5 14.5 14.5 0 "" 0 1 0 0 0 0 1
"Rabbit, Run" 1970 94 NA 4.9 47 14.5 0 0 14.5 14.5 14.5 14.5 4.5 0 14.5 "" 0 0 0 1 0 0 0
"Trouble with Angels, The" 1966 112 NA 7.2 597 4.5 4.5 4.5 4.5 4.5 14.5 14.5 14.5 14.5 34.5 "PG" 0 0 1 0 0 0 0
"Asfalto" 2000 90 NA 6.7 175 4.5 4.5 4.5 4.5 14.5 14.5 14.5 14.5 14.5 4.5 "" 0 0 0 0 0 0 0
"Nibbles" 2003 4 NA 6.6 49 4.5 0 4.5 4.5 4.5 24.5 24.5 24.5 4.5 4.5 "" 0 1 1 0 0 0 1
"Farm Frolics" 1941 7 NA 6.4 15 4.5 0 0 4.5 14.5 24.5 24.5 14.5 0 14.5 "" 0 1 1 0 0 0 1
"Fine Mess, A" 1986 90 NA 3.6 324 14.5 14.5 14.5 14.5 14.5 14.5 4.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Porky's II: The Next Day" 1983 98 6500000 4 1623 14.5 14.5 14.5 14.5 14.5 14.5 4.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Heatseeker" 1995 91 NA 3.9 65 24.5 14.5 14.5 14.5 4.5 14.5 4.5 4.5 4.5 4.5 "" 1 0 0 1 0 0 0
"Easy Money" 1983 95 NA 5.8 1019 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Boesman and Lena" 2000 90 NA 4.3 80 4.5 4.5 4.5 14.5 14.5 4.5 14.5 14.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Dinosaur Hunter, The" 2000 91 NA 5.8 33 4.5 4.5 4.5 4.5 14.5 0 24.5 4.5 14.5 24.5 "" 0 0 0 1 0 0 0
"Cerf-volant, Le" 2003 80 NA 6.9 83 0 0 0 4.5 4.5 14.5 24.5 34.5 14.5 4.5 "" 0 0 0 1 0 0 0
"First Round-Up, The" 1934 11 NA 7.2 24 0 0 0 4.5 4.5 14.5 14.5 24.5 14.5 24.5 "" 0 0 1 0 0 0 1
"How to Kill Your Neighbor's Dog" 2000 107 7300000 7 907 4.5 4.5 4.5 4.5 4.5 14.5 14.5 24.5 14.5 14.5 "R" 0 0 1 1 0 0 0
"Poetry in Motion" 1982 91 NA 8.4 21 4.5 0 0 0 4.5 4.5 4.5 34.5 14.5 24.5 "" 0 0 0 0 1 0 0
"Cookout, The" 2004 97 NA 3.2 368 34.5 14.5 14.5 14.5 4.5 4.5 4.5 4.5 4.5 4.5 "PG-13" 0 0 1 0 0 0 0
"Jis Desh Mein Ganga Rehta Hain" 2000 141 NA 5.1 20 14.5 14.5 0 14.5 14.5 24.5 14.5 14.5 0 4.5 "" 0 0 1 0 0 0 0
"Picnic" 1996 72 NA 7.6 119 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 24.5 "PG" 0 0 0 0 0 0 0
"I'll Take Sweden" 1965 97 NA 4.6 84 4.5 4.5 4.5 24.5 14.5 14.5 14.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Shark in a Bottle" 1998 94 NA 3.3 32 24.5 4.5 14.5 14.5 4.5 4.5 4.5 4.5 0 4.5 "R" 1 0 0 1 0 1 0
"Mighty Manhattan, New York's Wonder City" 1949 20 NA 5.9 21 0 4.5 0 4.5 24.5 4.5 34.5 4.5 0 14.5 "" 0 0 0 0 1 0 1
"Leader of the Band" 1987 90 NA 5.2 22 24.5 4.5 0 4.5 4.5 4.5 24.5 0 0 14.5 "" 0 0 1 0 0 0 0
"Assignment K" 1968 97 NA 4.7 19 0 4.5 4.5 34.5 24.5 4.5 14.5 0 0 14.5 "" 1 0 0 1 0 0 0
"Phantom Raiders" 1940 70 NA 6.4 21 4.5 0 0 4.5 0 45.5 14.5 14.5 0 4.5 "" 0 0 0 1 0 0 0
"Date Double" 2002 2 NA 7.3 11 4.5 0 0 4.5 4.5 4.5 4.5 4.5 4.5 34.5 "" 0 1 1 0 0 1 1
"Zuijia paidang zhi qianli jiu chaipo" 1986 86 NA 6.3 65 0 4.5 4.5 4.5 14.5 14.5 14.5 24.5 4.5 4.5 "" 1 0 1 0 0 0 0
"Weak at Denise" 2001 88 NA 6.1 20 14.5 0 0 0 14.5 24.5 14.5 0 24.5 14.5 "" 0 0 1 0 0 0 0
"Devil's Playground, The" 1946 65 NA 7 16 0 0 0 4.5 14.5 14.5 4.5 4.5 4.5 44.5 "" 1 0 0 0 0 0 0
"U.S. Seals" 1999 90 NA 2.4 569 45.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 24.5 "R" 1 0 0 0 0 0 0
"Rainbow Dance" 1936 4 NA 6.1 18 0 4.5 0 24.5 14.5 4.5 24.5 14.5 14.5 4.5 "" 0 1 0 0 0 0 1
"Romantic Englishwoman, The" 1975 115 1200000 6 119 4.5 4.5 4.5 14.5 14.5 14.5 24.5 14.5 4.5 4.5 "" 0 0 1 1 0 0 0
"Angel on the Amazon" 1948 60 NA 5.4 9 14.5 0 0 24.5 14.5 14.5 24.5 14.5 0 14.5 "" 0 0 0 0 0 0 0
"Dichiarazioni d'amore" 1994 91 NA 5.1 16 4.5 0 4.5 0 0 24.5 34.5 14.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Braindead, The" 2001 12 NA 1.8 18 4.5 14.5 0 0 0 0 0 0 0 74.5 "" 0 0 1 0 0 0 1
"Herbstmilch" 1989 111 NA 7.1 75 0 4.5 4.5 4.5 4.5 14.5 24.5 24.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Momia azteca contra el robot humano, La" 1958 65 NA 1.6 215 45.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 14.5 "" 0 0 0 0 0 0 0
"Red Ball Express" 1952 83 NA 6.1 69 0 0 4.5 4.5 14.5 24.5 24.5 14.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Denso Ningen" 1960 85 NA 4.9 17 0 0 0 24.5 4.5 14.5 14.5 34.5 4.5 0 "" 0 0 0 0 0 0 0
"My Daughter's Tears" 2002 92 NA 8.3 7 0 14.5 0 0 14.5 0 0 0 24.5 44.5 "" 0 0 0 0 0 0 0
"35 Miles from Normal" 1997 99 NA 6.6 21 4.5 0 4.5 0 4.5 4.5 4.5 14.5 4.5 34.5 "" 0 0 0 1 0 0 0
"Elskere" 1963 97 NA 6.1 18 14.5 14.5 14.5 14.5 14.5 4.5 14.5 14.5 4.5 4.5 "" 0 0 0 1 0 0 0
"O-Solar-Meow" 1967 7 NA 3.6 19 24.5 14.5 14.5 4.5 24.5 0 14.5 4.5 0 4.5 "" 0 1 1 0 0 0 1
"Bless the Beasts & Children" 1971 109 NA 5.8 287 4.5 4.5 4.5 4.5 14.5 14.5 14.5 14.5 14.5 24.5 "" 0 0 0 1 0 0 0
"Bill Diamond - Geschichte eines Augenblicks" 1999 90 NA 4.6 15 0 4.5 0 4.5 24.5 4.5 24.5 14.5 4.5 14.5 "" 0 0 0 0 0 0 0
"Joyce Story, A" 2003 85 NA 9.2 5 0 0 0 0 0 0 0 44.5 0 64.5 "" 0 0 1 0 0 0 0
"Prince and the Showgirl, The" 1957 115 NA 6 580 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 4.5 "" 0 0 1 0 0 1 0
"Last Train from Madrid, The" 1937 85 NA 6.4 16 0 0 0 14.5 14.5 14.5 45.5 0 4.5 0 "" 0 0 0 1 0 0 0
"Bossu, Le" 1997 128 30000000 7.1 668 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Tales from the Hood" 1995 98 6000000 5.1 548 4.5 4.5 4.5 14.5 14.5 14.5 14.5 14.5 4.5 14.5 "R" 1 0 0 0 0 0 0
"Lau man bye biu" 2000 98 NA 5.9 7 0 0 0 14.5 24.5 24.5 0 24.5 0 0 "" 0 0 1 0 0 0 0
"Talk Dirty to Me, Part III" 1984 90 NA 5.6 49 4.5 0 4.5 4.5 4.5 4.5 34.5 14.5 4.5 24.5 "" 0 0 1 0 0 0 0
"+1 -1" 1987 7 NA 9.4 6 0 0 0 0 0 0 0 0 45.5 45.5 "" 0 1 1 0 0 0 1
"Knots" 2004 93 NA 7.5 42 4.5 4.5 4.5 4.5 4.5 4.5 4.5 14.5 14.5 34.5 "R" 0 0 1 0 0 0 0
"Vroeger is dood" 1987 90 NA 4.9 10 0 0 14.5 0 0 14.5 24.5 14.5 44.5 14.5 "" 0 0 0 0 0 0 0
"Busher, The" 1919 50 NA 6.9 10 14.5 0 0 14.5 0 0 34.5 34.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Aviation Vacation" 1941 6 NA 5.5 19 4.5 4.5 4.5 14.5 24.5 14.5 14.5 14.5 0 0 "" 0 1 1 0 0 0 1
"Great Expectations" 1946 118 NA 8.1 2340 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 24.5 "" 0 0 0 1 0 0 0
"Unser fremdes Kind" 1997 88 NA 4.9 7 0 0 0 14.5 44.5 0 0 44.5 0 0 "" 0 0 0 1 0 0 0
"Muralla verde, La" 1970 110 NA 7.8 44 0 0 0 0 4.5 4.5 14.5 14.5 14.5 44.5 "" 0 0 0 1 0 1 0
"Ceremonia sangrienta" 1973 92 NA 4.9 53 4.5 4.5 4.5 4.5 4.5 14.5 14.5 14.5 14.5 4.5 "" 0 0 0 0 0 0 0
"Famiglia Passaguai, La" 1951 75 NA 6.9 6 0 0 0 0 0 34.5 34.5 14.5 0 14.5 "" 0 0 1 0 0 0 0
"Akatsuki no dasso" 1950 116 NA 9.6 5 0 0 0 0 0 0 24.5 0 0 84.5 "" 0 0 0 1 0 0 0
"Codine" 1962 98 NA 9 9 0 0 0 0 0 0 0 34.5 14.5 45.5 "" 0 0 0 0 0 0 0
"Body Trouble" 1992 99 NA 1.8 11 34.5 24.5 14.5 4.5 4.5 0 0 0 0 0 "" 0 0 0 0 0 0 0
"Weekend at Bernie's" 1989 97 NA 5.6 4267 4.5 4.5 4.5 4.5 14.5 24.5 14.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Border G-Man" 1938 60 NA 5.6 13 0 0 4.5 24.5 4.5 34.5 14.5 4.5 0 0 "" 0 0 0 0 0 0 0
"Jail Bait" 1937 18 NA 6.3 18 4.5 0 4.5 0 14.5 14.5 14.5 34.5 14.5 0 "" 0 0 1 0 0 0 1
"Iron Eagle" 1986 117 NA 4.8 2166 4.5 4.5 14.5 14.5 14.5 14.5 14.5 4.5 4.5 4.5 "" 1 0 0 0 0 0 0
"Legacy: Murder & Media, Politics & Prisons, The" 1999 76 NA 6.2 7 0 0 0 0 0 24.5 0 14.5 0 45.5 "" 0 0 0 0 1 0 0
"Waterloo Road" 1945 73 NA 7.1 57 0 4.5 0 4.5 14.5 14.5 24.5 24.5 14.5 4.5 "" 0 0 0 1 0 0 0
"Buldoci a tresne" 1981 99 NA 4.6 15 24.5 0 24.5 24.5 24.5 4.5 4.5 0 0 0 "" 0 0 1 0 0 0 0
"Shanghai huang di zhi sui yue feng yun" 1992 150 NA 7.6 7 0 0 0 0 0 14.5 45.5 0 14.5 14.5 "" 0 0 0 1 0 0 0
"Saturn" 1999 94 350000 5.5 43 4.5 4.5 4.5 4.5 14.5 4.5 4.5 4.5 14.5 34.5 "R" 0 0 0 1 0 0 0
"Angels of the City" 1990 89 NA 4.6 10 14.5 24.5 14.5 14.5 24.5 14.5 14.5 0 0 14.5 "" 1 0 0 0 0 0 0
"Imbarco a mezzanotte" 1951 82 NA 5.5 7 0 0 0 14.5 14.5 24.5 14.5 14.5 14.5 0 "" 0 0 0 1 0 0 0
"Debajo del mundo" 1987 100 NA 8.2 13 0 0 0 0 0 24.5 0 4.5 34.5 34.5 "" 0 0 0 1 0 0 0
"Black Gold" 1963 98 NA 5.2 15 4.5 0 0 24.5 44.5 14.5 4.5 4.5 0 4.5 "" 0 0 0 0 0 0 0
"Out of Scale" 1951 7 NA 7 28 0 0 0 0 4.5 24.5 34.5 4.5 4.5 24.5 "" 0 1 0 0 0 0 1
"Git Along, Little Dogies" 1937 68 NA 5.7 17 0 4.5 0 14.5 14.5 44.5 14.5 0 14.5 0 "" 0 0 0 0 0 0 0
"Neverland" 2003 83 NA 6.3 91 14.5 4.5 4.5 4.5 4.5 14.5 14.5 14.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Paradise Found" 2003 89 NA 4.9 83 4.5 0 4.5 4.5 14.5 14.5 4.5 4.5 4.5 24.5 "" 0 0 0 1 0 0 0
"Zombies on Broadway" 1945 69 NA 4.6 76 4.5 4.5 14.5 14.5 24.5 14.5 4.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Sex Boat" 1981 80 NA 5 47 4.5 0 0 4.5 4.5 4.5 14.5 4.5 14.5 45.5 "" 0 0 0 0 0 0 0
"Country Bears, The" 2002 88 35000000 3.7 664 34.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Gumshoe" 1971 88 NA 6.2 123 0 0 4.5 4.5 14.5 24.5 24.5 24.5 4.5 4.5 "" 0 0 1 1 0 0 0
"Song of Surrender" 1949 93 NA 7.8 6 0 0 14.5 0 0 14.5 14.5 14.5 34.5 0 "" 0 0 0 1 0 1 0
"Kidnapped" 1960 97 NA 6.3 171 4.5 4.5 4.5 4.5 14.5 14.5 34.5 14.5 4.5 4.5 "" 0 0 0 1 0 0 0
"Fuck You, Fuck You Very Much" 1998 51 NA 6.8 16 34.5 0 0 0 0 0 4.5 4.5 4.5 45.5 "" 0 0 0 0 1 0 0
"Central Park" 1932 58 NA 6.1 33 0 0 4.5 4.5 4.5 44.5 14.5 4.5 4.5 4.5 "" 0 0 0 1 0 0 0
"It's Alive III: Island of the Alive" 1987 91 NA 3.3 189 14.5 14.5 14.5 14.5 4.5 14.5 4.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Batang West Side" 2002 300 NA 7.3 13 0 0 14.5 0 4.5 14.5 4.5 4.5 24.5 24.5 "" 0 0 0 1 0 0 0
"Sadko" 1953 79 NA 4.4 88 24.5 14.5 4.5 4.5 4.5 4.5 4.5 14.5 4.5 14.5 "" 0 0 0 0 0 0 0
"From Hell to Texas" 1958 100 NA 6.5 60 0 0 0 4.5 4.5 14.5 34.5 14.5 14.5 14.5 "" 0 0 0 0 0 0 0
"Lowell Blues: The Words of Jack Kerouac" 2000 30 NA 8.9 7 0 14.5 0 0 0 0 0 0 0 84.5 "" 0 0 0 0 1 0 1
"Carnival of Rhythm" 1941 18 NA 2.6 6 34.5 14.5 14.5 0 0 14.5 0 14.5 0 0 "" 0 0 0 0 0 0 1
"Woman Thou Art Loosed" 2004 94 NA 6.3 180 4.5 4.5 4.5 4.5 4.5 4.5 14.5 14.5 14.5 34.5 "R" 0 0 0 1 0 0 0
"Badman's Country" 1958 68 NA 5.6 22 0 0 4.5 4.5 24.5 44.5 4.5 4.5 0 0 "" 0 0 0 0 0 0 0
"Hotel Room" 1998 86 NA 6.9 10 0 0 0 0 14.5 24.5 24.5 14.5 14.5 34.5 "" 0 0 1 1 0 0 0
"Cop on a Mission" 2001 89 NA 7.3 40 4.5 0 4.5 0 14.5 14.5 24.5 34.5 4.5 4.5 "" 1 0 0 0 0 0 0
"Ulysse" 1982 22 NA 6.2 17 14.5 0 0 0 0 4.5 24.5 0 24.5 24.5 "" 0 0 0 0 0 0 1
"Ambassador Bill" 1931 68 NA 5.8 17 0 0 4.5 14.5 14.5 14.5 24.5 14.5 4.5 4.5 "" 0 0 1 0 0 0 0
"In Love" 1983 96 NA 4 14 0 14.5 4.5 14.5 0 14.5 4.5 0 4.5 34.5 "" 0 0 0 0 0 1 0
"Zao Chun Er Yue" 1963 120 NA 6 15 0 0 0 4.5 4.5 0 4.5 14.5 24.5 44.5 "" 0 0 0 1 0 0 0
"Matter of Life and Death, A" 1946 104 NA 8.1 2093 4.5 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 44.5 "PG" 0 0 1 0 0 1 0
"Strange Alibi" 1941 63 NA 5.7 18 0 0 0 0 24.5 45.5 14.5 4.5 0 4.5 "" 0 0 0 1 0 0 0
"Slaughter of the Innocents" 1994 99 NA 5 311 14.5 14.5 14.5 4.5 4.5 14.5 14.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"2084" 1984 10 NA 6.4 10 14.5 0 0 0 14.5 14.5 34.5 34.5 0 14.5 "" 0 0 0 0 1 0 1
"Yotsuya kaidan" 1966 105 NA 6.9 17 0 0 0 4.5 4.5 24.5 24.5 14.5 4.5 14.5 "" 0 0 0 0 0 0 0
"Cacciatore di uomini, Il" 1980 85 NA 3.1 64 34.5 14.5 4.5 4.5 4.5 4.5 4.5 4.5 0 4.5 "" 0 0 0 0 0 0 0
"Meisterspiel, Das" 1998 106 NA 6.9 7 14.5 0 14.5 0 0 0 14.5 14.5 14.5 24.5 "" 0 0 0 0 1 0 0
"Chat et la souris, Le" 1975 107 NA 6.8 51 4.5 4.5 0 4.5 4.5 14.5 24.5 14.5 14.5 14.5 "" 0 0 1 1 0 0 0
"Mercado de abasto" 1955 90 NA 7.1 10 0 0 0 0 14.5 14.5 24.5 14.5 14.5 44.5 "" 0 0 1 0 0 1 0
"Our Man Flint" 1966 108 NA 6.4 1153 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 14.5 "" 0 0 1 0 0 0 0
"Secret Ceremony" 1968 109 3200000 5.4 146 4.5 4.5 4.5 4.5 14.5 14.5 14.5 4.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Empire of Ash III" 1989 98 NA 3.4 13 24.5 0 4.5 4.5 4.5 4.5 0 0 24.5 24.5 "" 1 0 0 0 0 0 0
"Romasanta" 2004 90 NA 5.1 208 4.5 4.5 4.5 14.5 14.5 24.5 14.5 4.5 4.5 14.5 "" 1 0 0 0 0 0 0
"Joy et Joan" 1985 94 NA 5.2 28 4.5 0 4.5 14.5 4.5 14.5 14.5 14.5 4.5 24.5 "" 0 0 0 1 0 0 0
"Sands of the Desert" 1960 92 NA 4.2 26 24.5 4.5 14.5 24.5 4.5 14.5 0 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Be Kind to 'Aminals'" 1935 6 NA 5.5 22 4.5 0 4.5 24.5 4.5 4.5 4.5 24.5 4.5 4.5 "" 0 1 1 0 0 0 1
"Striking Poses" 1999 93 NA 4.4 137 4.5 14.5 14.5 14.5 14.5 4.5 4.5 4.5 4.5 14.5 "R" 0 0 0 0 0 0 0
"Two Weeks with Love" 1950 92 NA 6.2 107 0 4.5 4.5 4.5 4.5 14.5 24.5 14.5 14.5 24.5 "" 0 0 1 0 0 1 0
"Shu-u" 1956 91 NA 6.9 8 14.5 0 0 0 0 24.5 14.5 24.5 14.5 14.5 "" 0 0 0 0 0 0 0
"How to Succeed with Sex" 1970 77 NA 1.1 8 74.5 14.5 0 14.5 0 0 0 0 0 0 "" 0 0 1 0 0 0 0
"Wee Wee Monsieur" 1938 18 NA 7.3 52 0 4.5 0 14.5 14.5 14.5 24.5 14.5 4.5 4.5 "" 0 0 1 0 0 0 1
"Femme de Gilles, La" 2004 103 NA 6.2 51 4.5 4.5 4.5 4.5 4.5 14.5 14.5 24.5 4.5 4.5 "" 0 0 0 1 0 0 0
"Shaft's Big Score!" 1972 104 NA 6.1 454 4.5 4.5 4.5 4.5 14.5 24.5 14.5 14.5 4.5 14.5 "" 1 0 0 1 0 0 0
"Chung fung dui ji no foh gaai tau" 1996 98 NA 7.1 172 4.5 4.5 4.5 4.5 4.5 14.5 24.5 14.5 14.5 14.5 "" 1 0 0 0 0 0 0
"David and Lisa" 1962 95 NA 7.4 299 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 24.5 "" 0 0 0 1 0 0 0
"Smemorato di Collegno, Lo" 1962 87 NA 7.3 12 0 0 0 0 14.5 14.5 4.5 14.5 24.5 14.5 "" 0 0 0 0 0 0 0
"Iron Major, The" 1943 85 NA 6.2 37 0 0 4.5 14.5 14.5 24.5 24.5 14.5 0 4.5 "" 0 0 0 1 0 0 0
"Herr Arnes penningar" 1954 88 NA 5.4 18 0 0 0 14.5 45.5 24.5 4.5 0 4.5 4.5 "" 0 0 0 1 0 0 0
"White River Kid, The" 1999 99 NA 4.2 230 14.5 14.5 4.5 14.5 14.5 14.5 4.5 4.5 4.5 4.5 "R" 0 0 1 0 0 0 0
"Dark Tower" 1987 91 NA 3 50 24.5 24.5 14.5 24.5 4.5 0 4.5 4.5 0 4.5 "" 0 0 0 0 0 0 0
"Unfaithful" 1931 85 NA 7 6 0 0 0 0 0 14.5 34.5 14.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Alice in Wonderland" 1988 51 NA 5.4 14 0 4.5 4.5 4.5 14.5 24.5 24.5 4.5 0 14.5 "" 0 1 0 0 0 0 0
"Wittstock, Wittstock" 1997 117 NA 3.5 11 14.5 4.5 4.5 0 0 4.5 0 14.5 14.5 14.5 "" 0 0 0 0 1 0 0
"Odilon Redon or The Eye Like a Strange Balloon Mounts Toward Infinity" 1995 5 NA 7 87 4.5 0 4.5 4.5 4.5 4.5 14.5 14.5 14.5 24.5 "" 0 0 0 0 0 0 1
"Pandora's Paradox" 2004 24 NA 8.6 15 44.5 0 0 0 0 0 0 0 0 45.5 "" 0 0 0 0 0 0 1
"Perdido por perdido" 1993 93 NA 7.4 51 0 0 0 4.5 4.5 4.5 24.5 34.5 14.5 4.5 "" 0 0 0 1 0 0 0
"Cas sluhu" 1989 115 NA 6.8 21 0 0 0 4.5 4.5 4.5 14.5 34.5 4.5 24.5 "" 0 0 0 0 0 0 0
"Wake Up and Live" 1937 91 NA 7.2 14 0 0 0 0 0 24.5 14.5 4.5 24.5 24.5 "" 0 0 0 0 0 0 0
"Million Eyes of Sumuru, The" 1967 95 NA 3.7 45 24.5 4.5 14.5 4.5 14.5 4.5 4.5 4.5 4.5 14.5 "" 1 0 0 0 0 0 0
"Red" 1976 24 NA 6.2 5 24.5 0 0 0 24.5 24.5 0 0 24.5 24.5 "" 0 0 0 0 0 0 1
"Marco Polo: Return to Xanadu" 2001 82 NA 5.5 12 14.5 4.5 0 14.5 14.5 4.5 0 0 0 34.5 "" 0 1 0 0 0 0 0
"Go Trabi Go 2" 1992 93 NA 3.9 43 14.5 4.5 14.5 14.5 14.5 14.5 4.5 0 4.5 0 "" 0 0 1 0 0 0 0
"Saenggwabu uijaryo cheonggu sosong" 1998 116 NA 5.4 7 24.5 0 0 14.5 0 24.5 24.5 0 0 0 "" 0 0 1 0 0 0 0
"Big News" 1929 75 NA 5.2 14 4.5 4.5 0 4.5 24.5 4.5 14.5 24.5 0 14.5 "" 0 0 1 0 0 0 0
"Adventures of Dollie, The" 1908 12 0 5.1 34 4.5 4.5 4.5 4.5 24.5 14.5 4.5 24.5 4.5 14.5 "" 1 0 0 0 0 0 1
"Dirty Dancing: Havana Nights" 2004 86 NA 5.4 1667 4.5 4.5 4.5 4.5 14.5 14.5 14.5 4.5 4.5 24.5 "PG-13" 0 0 0 1 0 1 0
"Shadow of a Drought" 1999 15 NA 6.1 21 0 4.5 0 4.5 4.5 4.5 4.5 14.5 24.5 24.5 "" 0 1 1 0 0 0 1
"Tacones lejanos" 1991 112 NA 7.1 1506 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Beyond the Ocean" 2000 89 NA 3.8 12 24.5 4.5 4.5 14.5 0 4.5 4.5 14.5 0 4.5 "" 0 0 0 1 0 0 0
"Kung Phooey!" 2003 87 NA 4.1 85 4.5 4.5 4.5 4.5 14.5 14.5 14.5 4.5 4.5 14.5 "R" 0 0 1 0 0 0 0
"Bronx Tale, A" 1993 121 22000000 7.5 9175 4.5 4.5 4.5 4.5 4.5 4.5 24.5 34.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Ceniciento, El" 1952 95 NA 9.8 8 0 0 0 0 0 0 0 0 24.5 74.5 "" 0 0 1 0 0 0 0
"Buena onda" 1999 11 2000 5.2 10 14.5 0 0 0 0 14.5 0 34.5 34.5 24.5 "" 0 0 0 1 0 0 1
"Tout le plaisir est pour moi" 2004 82 NA 5.2 47 4.5 4.5 4.5 4.5 14.5 4.5 24.5 14.5 4.5 14.5 "" 0 0 1 0 0 0 0
"Rozhdestvo obitatelei lesa" 1913 7 NA 7.2 15 0 0 0 0 4.5 44.5 24.5 4.5 4.5 14.5 "" 0 1 0 0 0 0 1
"Navy SEALS" 1990 113 NA 4.8 2834 4.5 4.5 4.5 14.5 14.5 14.5 14.5 4.5 4.5 4.5 "" 1 0 0 0 0 0 0
"An 01, L'" 1973 90 NA 4.4 74 74.5 4.5 0 0 4.5 4.5 4.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
