"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Funny Thing Happened on the Way to the Forum, A",1966,99,NA,6.8,1620,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0
"Invisible Monster, The",1950,167,NA,3.5,9,0,14.5,14.5,24.5,24.5,24.5,0,0,0,14.5,"",1,0,0,0,0,0,0
"Walking to the Waterline",1998,100,NA,5.4,75,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,"",0,0,0,1,0,0,0
"Chihwaseon",2002,117,NA,7.3,429,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Second Chances",1998,107,NA,4.5,40,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0
"Puissance de la parole",1988,25,NA,3.8,9,24.5,14.5,0,14.5,14.5,0,0,14.5,24.5,14.5,"",0,0,0,1,0,1,1
"Livers Ain't Cheap",1997,89,2500000,4.5,81,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Navy Blues",1941,108,1200000,7.1,25,0,0,4.5,4.5,24.5,4.5,24.5,34.5,4.5,4.5,"",0,0,1,0,0,0,0
"Golet v udoli",1995,90,NA,6.3,22,4.5,0,0,0,14.5,24.5,24.5,24.5,4.5,4.5,"",0,0,1,1,0,0,0
"Chaikovskiy",1969,157,NA,7,35,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Shock! Shock! Shock!",1987,60,NA,3.8,5,44.5,0,24.5,0,0,24.5,0,24.5,0,0,"",0,0,0,0,0,0,0
"V gorode S.",1966,106,NA,8.8,5,0,0,0,0,0,0,24.5,24.5,24.5,44.5,"",0,0,0,1,0,0,0
"Woman of Desire",1993,97,NA,3.7,130,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"They Meet Again",1941,69,NA,3.2,6,14.5,0,14.5,14.5,14.5,14.5,14.5,0,0,0,"",0,0,0,1,0,0,0
"Sixten",1994,78,NA,5,42,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,0,4.5,"",0,0,1,0,0,0,0
"Friendly Persuasion",1956,137,3000000,7.5,1020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Hat, Coat, and Glove",1934,65,NA,5.3,18,0,4.5,4.5,24.5,14.5,24.5,14.5,14.5,0,0,"",0,0,0,1,0,0,0
"Year of Living Vicariously, The",2005,63,NA,6.7,6,0,0,0,34.5,0,0,0,64.5,0,0,"",0,0,0,0,1,0,0
"Rabbit's Feat",1960,7,NA,7.9,43,0,0,0,0,4.5,4.5,34.5,14.5,4.5,24.5,"",0,1,1,0,0,0,1
"Christa: Swedish Fly Girls",1971,100,NA,8,8,0,0,0,0,0,24.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Boney D",1996,3,NA,4.9,6,0,0,0,14.5,14.5,14.5,45.5,0,0,0,"",0,1,1,0,0,0,1
"Mala racha",2001,65,70000,8.5,6,0,0,0,0,0,0,14.5,45.5,14.5,14.5,"",0,0,1,1,0,0,0
"First of the Few, The",1942,90,NA,6.8,97,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",1,0,0,1,0,0,0
"Greifer, Der",1930,82,NA,6.1,7,0,14.5,0,0,24.5,24.5,0,14.5,14.5,0,"",0,0,0,1,0,0,0
"Chuen hua mon lu",1996,123,NA,2.6,15,14.5,0,14.5,0,4.5,14.5,0,14.5,4.5,34.5,"",0,0,0,0,0,0,0
"Caprices d'un fleuve, Les",1996,111,NA,6.4,66,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,0,0,0,0,0
"Caboblanco",1980,87,NA,4.6,102,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,"",1,0,0,0,0,0,0
"Dushman",1971,177,NA,8.1,10,0,0,0,0,0,0,14.5,44.5,44.5,14.5,"",0,0,0,1,0,0,0
"Seljacka buna 1573",1975,161,NA,4.6,7,0,0,14.5,14.5,0,24.5,14.5,14.5,0,14.5,"",0,0,0,1,0,0,0
"Naakt over de schutting",1973,98,NA,5.6,27,0,4.5,0,24.5,14.5,14.5,34.5,4.5,0,4.5,"",0,0,0,0,0,0,0
"Santa Claus Conquers the Martians",1964,81,200000,2.3,1876,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Joy Scouts",1939,11,NA,6.5,5,0,0,24.5,24.5,0,24.5,0,24.5,24.5,0,"",0,0,1,0,0,0,1
"Imitations of Life",2003,75,NA,7.1,9,0,0,0,0,0,0,34.5,24.5,0,44.5,"",0,0,0,1,0,0,0
"Two Hearts in Wax Time",1935,17,NA,5.8,14,4.5,0,0,24.5,4.5,24.5,24.5,0,0,4.5,"",0,0,0,0,0,0,1
"Cube",1997,90,NA,7.4,16205,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Hollywood Vampyr",2002,90,NA,5.2,61,4.5,4.5,4.5,4.5,4.5,0,4.5,4.5,24.5,44.5,"R",0,0,0,1,0,0,0
"Hwerow Hweg",2002,90,NA,7,11,0,0,0,4.5,4.5,44.5,34.5,0,0,0,"",0,0,0,1,0,1,0
"Klinkevals",1999,95,NA,5.4,78,4.5,4.5,4.5,4.5,24.5,24.5,4.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Attila flagello di Dio",1982,91,NA,7.1,246,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,44.5,"",0,0,0,0,0,0,0
"One Way Out",1996,106,NA,6.7,16,14.5,0,4.5,4.5,14.5,34.5,0,14.5,0,14.5,"",0,0,0,0,0,0,0
"Puppy Tale",1954,7,NA,6.6,20,0,0,4.5,0,4.5,14.5,34.5,34.5,14.5,0,"",0,1,1,0,0,0,1
"Sweetie",1929,95,NA,5,5,0,0,24.5,24.5,44.5,0,24.5,0,0,0,"",0,0,0,0,0,0,0
"Petropolis",2002,17,NA,7.6,7,0,0,14.5,0,14.5,0,14.5,14.5,0,44.5,"",0,0,0,0,0,0,1
"Vagabundo, El",1953,95,NA,8.1,5,0,0,0,0,24.5,0,0,24.5,0,64.5,"",0,0,1,1,0,0,0
"Pyaar Koi Khel Nahin",1999,165,NA,3.9,16,0,4.5,14.5,34.5,4.5,0,14.5,0,4.5,14.5,"",0,0,0,1,0,1,0
"Tragedy of Othello: The Moor of Venice, The",1952,90,NA,7.8,939,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Kassablanka",2002,100,NA,6.3,97,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,"",0,0,1,1,0,1,0
"Jakarta Project",2001,93,NA,5.5,8,34.5,14.5,0,0,24.5,14.5,0,0,0,14.5,"",0,0,0,0,0,0,0
"Ancient Warriors",2001,93,NA,3.8,42,34.5,4.5,4.5,4.5,4.5,4.5,0,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"Bin ich sexy?",2004,89,NA,6.9,9,0,0,0,0,0,24.5,14.5,34.5,14.5,24.5,"",0,0,0,0,0,0,0
"Chafed Elbows",1966,63,25000,2.1,16,34.5,4.5,0,4.5,0,0,24.5,0,14.5,14.5,"",0,0,1,0,0,0,0
"Barney's Great Adventure",1998,76,15000000,2.9,249,45.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Importance of Being Earnest, The",2002,97,15000000,6.8,3598,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,1,0,1,0
"Flight from Ashiya",1964,100,NA,4.9,61,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0
"Rainmaker, The",1997,135,40000000,6.8,8620,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Dopamine",2003,85,NA,5.2,355,4.5,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0
"Bars and Stripes",1937,11,NA,4.9,10,0,0,0,24.5,45.5,24.5,14.5,0,0,0,"",0,0,0,0,0,0,1
"Birthday Party, The",1968,123,NA,6.1,55,0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,0,0
"Bataashi kingyo",1990,95,NA,5.8,5,0,0,24.5,24.5,0,0,44.5,24.5,0,0,"",0,0,0,0,0,1,0
"Mias pedaras niata",1967,93,NA,8.8,5,0,0,0,0,0,0,0,44.5,44.5,24.5,"",0,0,1,0,0,0,0
"Song for Chao Phraya",1990,100,NA,8,9,0,0,0,0,0,24.5,14.5,34.5,24.5,14.5,"",0,0,0,0,0,0,0
"Delirium",1979,90,NA,3.5,20,14.5,14.5,34.5,14.5,0,0,24.5,0,4.5,14.5,"",0,0,0,0,0,0,0
"Squall, The",1929,101,NA,4.6,40,14.5,24.5,14.5,4.5,14.5,14.5,14.5,0,0,0,"",0,0,0,1,0,0,0
"Porky in Egypt",1938,7,NA,7,14,4.5,0,0,0,0,14.5,34.5,44.5,0,0,"",0,1,1,0,0,0,1
"Bruto, El",1953,81,NA,7,116,4.5,0,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Thin Man Goes Home, The",1945,100,1000000,7.1,495,0,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,14.5,"",0,0,1,1,0,1,0
"Last Starfighter, The",1984,101,15000000,6.2,4890,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,1,0,0,0,0
"Masked Marvel, The",1943,197,NA,8.1,33,0,0,0,0,4.5,4.5,4.5,14.5,44.5,24.5,"",1,0,0,0,0,0,0
"Mask of Fu Manchu, The",1932,68,327627,6.2,298,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Outdoorsmen",2002,64,NA,8.8,15,0,0,0,0,0,0,14.5,24.5,44.5,24.5,"",1,0,1,0,1,0,0
"My Hustler",1965,79,0,7,39,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Cry From the Grave, A",1999,150,NA,8,19,0,0,0,0,0,4.5,0,44.5,14.5,34.5,"",0,0,0,0,1,0,0
"Man with the Golden Arm, The",1955,119,NA,7.4,861,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Seventy",2003,8,NA,8.6,25,0,0,0,0,4.5,0,24.5,24.5,24.5,24.5,"",0,0,1,1,0,0,1
"Ator l'invincibile",1982,98,NA,2.4,263,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Jill the Ripper",2000,90,NA,3.3,208,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Shoes Off!",1998,13,NA,6.9,48,0,0,0,4.5,4.5,14.5,14.5,14.5,24.5,24.5,"",0,0,1,0,0,1,1
"Framed",1930,65,NA,5.7,12,0,0,4.5,4.5,34.5,4.5,24.5,4.5,4.5,0,"",0,0,0,1,0,0,0
"Those We Love",1932,72,NA,5.5,7,0,0,14.5,14.5,24.5,14.5,14.5,14.5,0,0,"",0,0,0,1,0,0,0
"Down to Hell",1997,47,NA,5.9,54,4.5,0,4.5,4.5,24.5,24.5,14.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Pierino torna a scuola",1990,96,NA,4.5,17,24.5,0,4.5,0,4.5,14.5,14.5,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Divorce: A Contemporary Western",1998,100,NA,6,11,4.5,0,14.5,0,4.5,0,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Country Comfort",1981,90,NA,4.3,25,14.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Teenage Thunder",1957,78,46000,4.5,6,0,34.5,0,0,14.5,14.5,0,0,0,34.5,"",0,0,0,1,0,0,0
"Ultimul cartus",1973,100,NA,7.6,34,14.5,0,0,0,4.5,14.5,4.5,14.5,14.5,34.5,"",1,0,0,0,0,0,0
"Toll Gate, The",1920,73,NA,6.9,33,0,4.5,0,0,4.5,24.5,14.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Sotto il segno dello scorpione",1969,100,NA,6,21,0,0,4.5,14.5,14.5,14.5,14.5,4.5,24.5,4.5,"",0,0,0,1,0,0,0
"Suicide Battalion",1958,79,NA,3.3,28,14.5,14.5,34.5,0,4.5,14.5,14.5,0,0,4.5,"",0,0,0,1,0,0,0
"Balloon Land",1935,7,NA,6.6,30,0,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,24.5,"",0,1,0,0,0,0,1
"My Geisha",1962,119,NA,5.8,235,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Critical Condition",1987,100,NA,4.2,372,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Konyok-gorbunok",1947,54,NA,9.7,10,0,0,0,0,0,0,0,14.5,14.5,84.5,"",0,1,0,0,0,0,0
"Meghe Dhaka Tara",1960,134,NA,7.3,73,4.5,0,4.5,0,0,4.5,4.5,4.5,14.5,45.5,"",0,0,0,1,0,0,0
"Utamaro o meguru gonin no onna",1946,106,NA,7.4,56,0,0,0,0,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Jugendstreiche des Knaben Karl, Die",1977,88,NA,4.2,5,0,24.5,0,24.5,44.5,0,24.5,0,0,0,"",0,0,0,0,0,0,0
"Old Dark House, The",1932,70,NA,7.5,595,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,0,0,0,0
"Patient Porky",1940,6,NA,6.8,18,0,0,4.5,14.5,0,0,64.5,14.5,0,0,"",0,1,1,0,0,0,1
"Exorcismo",1975,90,NA,3,18,34.5,0,24.5,14.5,14.5,14.5,0,0,0,0,"",0,0,0,0,0,0,0
"Finye",1982,100,NA,7.2,13,0,0,4.5,0,24.5,4.5,24.5,14.5,14.5,4.5,"",0,0,0,0,0,0,0
"Ground Zero",1987,109,NA,6.3,105,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",1,0,0,1,0,0,0
"Zessho",1975,94,NA,7.1,18,0,0,0,0,14.5,0,4.5,24.5,34.5,24.5,"",0,0,0,0,0,0,0
"Ich gelobe",1994,115,NA,6,44,4.5,4.5,0,4.5,0,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Soldadera, La",1967,88,NA,7.1,5,0,0,0,0,0,44.5,24.5,0,24.5,24.5,"",1,0,0,1,0,0,0
"Dvenadtsat mesyatsev",1972,135,NA,7.6,7,0,0,0,0,0,0,45.5,0,0,44.5,"",0,0,0,0,0,0,0
"Au revoir M. Grock",1950,107,NA,4.9,5,0,0,24.5,0,24.5,24.5,24.5,24.5,0,0,"",0,0,0,0,0,0,0
"Dogs",1976,90,NA,3.3,45,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Se permettete parliamo di donne",1964,110,NA,6.1,14,0,4.5,0,0,14.5,34.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Riot",1996,94,NA,4.6,78,14.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Noe beroligende",1995,82,NA,6,5,44.5,0,0,0,0,0,0,0,44.5,24.5,"",0,0,0,1,0,0,0
"Secret of Madame Blanche, The",1933,84,NA,5.9,17,0,0,0,4.5,14.5,24.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0
"Garden State",2004,109,2500000,8.1,23814,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,1,1,0,1,0
"Hari Om",2004,108,NA,6.9,35,0,0,4.5,0,4.5,4.5,4.5,14.5,34.5,34.5,"",0,0,1,0,0,1,0
"Dot the I",2003,92,NA,6.7,617,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Lanse bayue",2000,90,NA,7.6,5,0,0,0,0,0,24.5,44.5,24.5,0,24.5,"",0,0,0,1,0,1,0
"In the Pink of the Night",1969,6,NA,6.4,20,0,0,14.5,0,0,44.5,34.5,0,14.5,0,"",0,1,0,0,0,0,1
"Force of Evil",1948,78,NA,7.5,571,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Arcano incantatore, L'",1996,96,NA,6.6,71,4.5,0,0,4.5,4.5,4.5,24.5,34.5,4.5,14.5,"",0,0,0,0,0,0,0
"Operazione San Pietro",1967,100,NA,5.4,46,4.5,4.5,14.5,4.5,14.5,24.5,14.5,4.5,4.5,0,"",0,0,1,0,0,0,0
"Hajde da se volimo 2",1989,95,NA,6.9,8,24.5,0,0,0,0,0,14.5,14.5,24.5,24.5,"",0,0,1,0,0,0,0
"Great Lie, The",1941,108,NA,7.2,320,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,34.5,"",0,0,0,1,0,0,0
"Buttane, Le",1994,85,NA,5.6,25,24.5,0,4.5,0,4.5,14.5,24.5,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Fair Game",1986,90,NA,5,45,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,14.5,24.5,"",1,0,0,0,0,0,0
"Week-End in Havana",1941,81,NA,6.3,73,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0
"His Favorite Pastime",1914,16,NA,5.3,39,14.5,4.5,4.5,4.5,24.5,4.5,24.5,14.5,0,14.5,"",0,0,1,0,0,0,1
"Phffft!",1954,91,NA,6.2,109,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0
"Dias de Nietzsche em Turim",2001,85,NA,6.5,51,14.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Scorcher",2002,91,NA,3.7,253,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Absence of Light, The",2004,94,NA,7.5,6,14.5,0,0,0,0,14.5,0,14.5,0,45.5,"",0,0,0,0,0,0,0
"Deadline Auto Theft",1983,98,NA,5,11,4.5,4.5,0,0,24.5,0,24.5,0,0,24.5,"",1,0,0,0,0,0,0
"Laser Man, The",1988,92,NA,4.5,9,24.5,0,14.5,0,24.5,24.5,0,14.5,0,14.5,"",0,0,1,0,0,0,0
"Football Factory, The",2004,91,NA,6.5,1164,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Phantom from Space",1953,73,NA,3.6,82,14.5,14.5,24.5,14.5,14.5,14.5,4.5,4.5,0,4.5,"",0,0,0,0,0,0,0
"Candyman",1992,99,8000000,6.3,4735,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Geschriebene Gesicht, Das",1995,89,NA,1.8,9,14.5,14.5,0,0,0,14.5,14.5,14.5,14.5,34.5,"",0,0,0,0,1,0,0
"Great Ziegfeld, The",1936,185,NA,7.1,589,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,1,0,0,1,0
"No se lo digas a nadie",1998,120,NA,8,300,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,"",0,0,1,1,0,0,0
"Skin Deep",2001,13,NA,6.9,30,14.5,4.5,4.5,0,4.5,4.5,24.5,34.5,14.5,4.5,"",0,0,0,0,0,0,1
"Bootleg Film",1999,74,NA,4.3,14,4.5,4.5,4.5,24.5,24.5,4.5,4.5,4.5,4.5,0,"",0,0,0,1,0,0,0
"Phantom Soldiers",1987,95,NA,3.7,8,34.5,14.5,0,0,24.5,0,14.5,14.5,0,0,"",0,0,0,0,0,0,0
"Betty Blowtorch (And Her Amazing True Life Adventures)",2003,98,NA,7.3,10,0,14.5,0,0,0,0,14.5,24.5,34.5,34.5,"",0,0,0,1,1,0,0
"Big Caper, The",1957,84,NA,5.6,14,0,0,4.5,0,24.5,14.5,34.5,0,0,14.5,"",0,0,0,1,0,0,0
"Namjaui hyanggi",1998,106,NA,3.5,11,14.5,4.5,44.5,4.5,0,0,14.5,0,0,0,"",0,0,0,1,0,1,0
"Memron",2004,79,65000,9,11,0,0,0,0,4.5,0,4.5,4.5,4.5,64.5,"",0,0,1,0,0,0,0
"Amore a Roma, Un",1960,113,NA,5.9,9,0,0,0,0,44.5,24.5,14.5,14.5,14.5,0,"",0,0,0,1,0,1,0
"Billy the Kid and the Green Baize Vampire",1985,121,NA,4,33,4.5,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,34.5,"",0,0,1,0,0,0,0
"Ladies' Day",1943,62,NA,5.4,13,0,0,0,34.5,24.5,14.5,14.5,14.5,0,0,"",0,0,1,0,0,0,0
"Freaks Uncensored!",1999,100,NA,9.8,12,24.5,0,0,0,0,0,0,4.5,4.5,45.5,"",0,0,0,0,1,0,0
"Big Boodle, The",1957,84,NA,4.5,20,0,0,14.5,24.5,14.5,14.5,14.5,4.5,24.5,0,"",0,0,0,1,0,0,0
"Dersu Uzala",1975,141,4000000,8.1,2565,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,1,0,0,0
"Warning, The",2004,9,6500,7,9,0,0,0,0,14.5,0,24.5,14.5,0,45.5,"",0,0,0,0,0,0,1
"Dusk 'til Dawn",1997,50,NA,1.4,18,44.5,14.5,0,0,0,0,4.5,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Friends and Enemies",1992,103,NA,6.5,11,0,4.5,0,0,24.5,14.5,24.5,0,4.5,4.5,"",0,0,0,1,0,0,0
"Lock Up Your Daughters!",1969,102,NA,3.8,27,4.5,14.5,14.5,4.5,14.5,14.5,4.5,24.5,4.5,14.5,"",0,0,1,0,0,0,0
"Rio Lobo",1970,114,4000000,6.6,977,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"",0,0,0,0,0,1,0
"Megaville",1990,88,NA,4.6,60,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Summer Lovers",1982,98,NA,4.9,684,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,1,0,1,0
"Sidecar Racers",1975,100,NA,5,11,4.5,4.5,0,24.5,14.5,4.5,4.5,0,0,14.5,"",0,0,0,1,0,0,0
"Shao Lin tzu",1979,111,NA,7,370,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,0,0
"Vendus",2004,91,NA,3.5,42,14.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Three Comrades",1938,100,NA,7.2,178,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Eden Myth, The",1999,88,NA,6.4,158,4.5,4.5,4.5,4.5,0,4.5,4.5,4.5,4.5,74.5,"R",0,0,0,1,0,0,0
"Hellbreeder",2003,85,NA,3.2,105,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,"R",0,0,0,0,0,0,0
"Cheap Detective, The",1978,92,NA,6,600,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0
"Une chance sur deux",1998,110,32000000,5.6,472,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,1,1,0,0,0
"Man Called Adam, A",1966,99,NA,4.1,25,24.5,0,4.5,4.5,4.5,14.5,4.5,4.5,14.5,24.5,"",0,0,0,1,0,0,0
"Here Comes the Navy",1934,87,NA,6.5,68,0,0,4.5,4.5,14.5,4.5,24.5,24.5,4.5,14.5,"",0,0,1,1,0,1,0
"Reina de la noche, La",1994,117,NA,7,57,4.5,0,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Goodbye, Norma Jean",1976,95,NA,2.4,34,44.5,14.5,14.5,4.5,4.5,4.5,4.5,0,0,4.5,"",0,0,0,1,0,0,0
"Huggetts Abroad, The",1949,89,NA,5.5,13,0,0,34.5,24.5,0,14.5,0,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Palmy Days",1931,77,NA,6.6,56,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,1,0,0,0,0
"Dial Red O",1955,63,NA,6.3,5,0,0,0,0,0,44.5,0,44.5,24.5,0,"",0,0,0,1,0,0,0
"Shark and the Piano, The",2001,7,NA,7.5,6,0,0,0,0,14.5,14.5,14.5,14.5,14.5,14.5,"",0,1,0,0,0,0,1
"Kageroza",1981,139,NA,7.3,12,0,0,4.5,0,0,24.5,4.5,14.5,4.5,34.5,"",0,0,0,0,0,1,0
"Roma violenta",1975,89,NA,6.4,33,0,0,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,0,0,0,0,0
"Double Deal",1981,90,NA,4.4,10,24.5,14.5,14.5,24.5,0,14.5,24.5,0,14.5,0,"",0,0,0,1,0,0,0
"Trick or Treat",1986,98,NA,4.7,508,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Phantom Plainsmen, The",1942,56,NA,5.4,9,0,14.5,0,14.5,44.5,14.5,24.5,0,0,0,"",0,0,0,0,0,0,0
"Anansi",2002,80,NA,5.5,14,0,0,4.5,4.5,24.5,14.5,4.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0
"Party Crashers, The",1958,78,NA,3,21,4.5,4.5,4.5,4.5,4.5,4.5,0,4.5,14.5,44.5,"",0,0,0,1,0,0,0
"Comin' Round the Mountain",1951,77,NA,5.6,84,4.5,4.5,4.5,4.5,24.5,24.5,4.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Dead End",1937,93,900000,7.5,750,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"One Wet Night",1924,11,NA,5.3,10,0,0,14.5,24.5,0,64.5,0,0,14.5,0,"",0,0,1,0,0,0,1
"Anne Frank's Diary",1999,88,NA,6.6,35,0,4.5,0,4.5,4.5,24.5,24.5,14.5,4.5,24.5,"",0,1,0,0,0,0,0
"Bhopal Express",1999,100,NA,8,65,4.5,0,0,0,0,4.5,14.5,14.5,14.5,44.5,"",0,0,0,1,0,0,0
"Good Guys and the Bad Guys, The",1969,91,NA,5.8,104,4.5,4.5,0,4.5,24.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
